Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
2014-09-30,55,Non-binary,United States,California,No,No,No,Often,500-1000,No,Yes,No,Yes,No,No,No,Very difficult,No,Don't know,No,Some of them,Yes,Yes,No,No,
2014-08-19,35,Female,France,Not applicable,No,Yes,No,Often,26-100,No,Yes,No,Don't know,No,Yes,No,Very easy,No,Don't know,Some of them,No,Yes,Yes,Yes,Yes,
2014-03-27,21,Male,United States,Florida,No,Yes,No,Sometimes,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat difficult,No,No,No,No,No,No,Yes,No,
2014-05-06,35,Male,Other,Not applicable,No,Yes,Yes,Sometimes,1000+,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat easy,Yes,Don't know,Yes,No,Maybe,No,Yes,No,
2014-10-27,30,Male,United Kingdom,Not applicable,No,No,No,Rarely,6-25,Yes,No,Yes,Yes,No,Yes,No,Very easy,Don't know,Yes,No,No,Yes,No,Yes,No,
2014-01-25,65,Non-binary,United States,Texas,No,No,No,Sometimes,26-100,Yes,No,No,No,Don't know,No,Yes,Somewhat difficult,No,Yes,No,Yes,No,Yes,Don't know,Yes,
2014-05-25,45,Female,United States,Illinois,Yes,Yes,No,Rarely,1-5,Yes,Yes,Yes,No,No,No,No,Somewhat easy,Yes,No,Some of them,No,Yes,No,Yes,Yes,
2014-01-13,40,Female,United Kingdom,Not applicable,No,No,No,Often,1-5,Yes,Yes,Yes,No,Yes,No,No,Very difficult,Yes,No,Yes,No,No,Yes,Don't know,No,
2014-07-31,21,Male,Australia,Not applicable,No,Yes,Yes,Never,1-5,No,Yes,No,Don't know,Yes,Don't know,Yes,Very easy,Don't know,No,Yes,Yes,Yes,No,No,No,
2014-01-25,65,Male,Australia,Not applicable,No,No,No,Rarely,1000+,Yes,Yes,No,No,Yes,No,No,Very easy,No,No,Some of them,No,No,No,Yes,No,
2014-03-09,65,Non-binary,United States,New York,No,Yes,No,Sometimes,26-100,Yes,Yes,No,Yes,Yes,Yes,No,Somewhat difficult,Yes,Yes,Some of them,Some of them,Yes,Yes,No,Yes,
2014-03-08,35,Male,United States,Florida,No,No,No,Rarely,100-500,Yes,Yes,No,Don't know,No,Don't know,Yes,Somewhat difficult,Yes,Yes,Some of them,Some of them,No,No,No,No,
2014-08-21,45,Male,United States,California,No,No,Yes,Rarely,500-1000,Yes,Yes,Don't know,Yes,No,Don't know,No,Somewhat difficult,Yes,Don't know,No,Yes,Maybe,No,No,No,
2014-04-19,65,Male,India,Not applicable,No,No,No,Sometimes,100-500,Yes,No,Don't know,Yes,No,Yes,Yes,Somewhat easy,No,Don't know,No,No,No,Yes,No,Yes,
2014-05-26,45,Female,United States,Massachusetts,Yes,No,No,Often,100-500,No,Yes,Don't know,Yes,No,Yes,No,Very difficult,Don't know,No,No,Some of them,Yes,Maybe,Yes,Yes,
2014-04-21,35,Non-binary,Canada,Not applicable,No,No,No,Sometimes,1-5,No,Yes,No,No,Yes,Yes,No,Don't know,Yes,No,Yes,Yes,No,No,No,No,
2014-08-16,55,Male,Germany,Not applicable,No,No,No,Rarely,100-500,No,Yes,Yes,Yes,No,Yes,No,Somewhat difficult,Yes,No,No,Yes,No,Yes,No,No,
2014-04-21,30,Male,Other,Not applicable,No,No,No,Rarely,6-25,No,No,Don't know,Yes,No,Don't know,No,Very difficult,Don't know,Yes,Yes,Some of them,Yes,Maybe,No,Yes,
2014-02-03,65,Male,United States,Illinois,No,No,No,Rarely,500-1000,Yes,Yes,Yes,Yes,No,No,No,Somewhat difficult,No,No,Yes,No,Yes,No,Don't know,No,
2014-04-21,25,Prefer not to say,United States,New York,No,No,No,Sometimes,26-100,Yes,Yes,Yes,Yes,Yes,No,Yes,Very easy,No,No,Some of them,No,Yes,No,Yes,No,
2014-09-21,30,Male,Germany,Not applicable,No,Yes,No,Sometimes,500-1000,Yes,Yes,Yes,No,No,Don't know,Don't know,Somewhat easy,Yes,No,Yes,No,No,No,Yes,No,
2014-08-24,35,Male,Germany,Not applicable,No,No,Yes,Never,500-1000,No,Yes,Yes,Don't know,Yes,No,No,Very easy,No,Yes,Some of them,Some of them,No,No,No,No,
2014-03-24,40,Male,United States,California,No,Yes,Yes,Rarely,500-1000,Yes,Yes,Don't know,No,Yes,Yes,Yes,Don't know,No,Don't know,Yes,No,No,Yes,Don't know,No,
2014-02-11,25,Non-binary,Other,Not applicable,No,No,No,Rarely,26-100,No,Yes,No,Yes,Don't know,Don't know,Don't know,Somewhat easy,Yes,No,Yes,Some of them,No,Maybe,No,Yes,
2014-04-11,21,Male,France,Not applicable,No,No,No,Rarely,26-100,Yes,Yes,No,Yes,Don't know,Don't know,Yes,Somewhat difficult,Don't know,No,No,No,No,Yes,Yes,Yes,
2014-01-06,30,Male,United States,Washington,No,No,No,Rarely,1000+,Yes,Yes,No,Don't know,Yes,Don't know,No,Somewhat easy,Don't know,No,Some of them,No,Maybe,Yes,Yes,No,
2014-06-29,35,Male,United States,Texas,No,Yes,No,Sometimes,1-5,No,Yes,Yes,Yes,Yes,No,No,Somewhat difficult,No,Don't know,No,No,No,Yes,Yes,Yes,
2014-10-09,30,Female,United Kingdom,Not applicable,No,Yes,Yes,Rarely,6-25,No,No,Yes,Don't know,No,No,No,Somewhat easy,No,Yes,Some of them,Yes,Maybe,Maybe,Yes,No,
2014-11-16,65,Male,Australia,Not applicable,No,No,No,Sometimes,500-1000,No,Yes,No,Yes,Yes,Yes,Don't know,Very difficult,No,No,Yes,No,No,Maybe,No,No,
2014-08-14,25,Non-binary,United States,Pennsylvania,No,No,No,Sometimes,1000+,No,No,No,Don't know,No,No,No,Very easy,Yes,No,Some of them,No,Yes,Yes,No,Yes,
2014-11-11,50,Male,India,Not applicable,Yes,Yes,Yes,Rarely,100-500,No,Yes,Yes,Yes,Yes,Don't know,Yes,Very difficult,Yes,No,Yes,Some of them,No,Maybe,Yes,No,
2014-12-31,60,Male,Germany,Not applicable,Yes,No,Yes,Sometimes,500-1000,No,Yes,No,No,Yes,Yes,Don't know,Very difficult,No,No,Some of them,No,Maybe,Yes,Yes,No,
2014-08-17,30,Male,United States,Washington,No,No,No,Sometimes,100-500,No,Yes,Yes,No,No,No,Don't know,Somewhat difficult,No,No,No,No,No,Maybe,No,Yes,
2014-10-16,21,Female,India,Not applicable,No,No,Yes,Rarely,1-5,Yes,Yes,Yes,No,Don't know,No,No,Very easy,Don't know,Yes,Some of them,No,Maybe,No,Don't know,Yes,
2014-05-30,21,Male,Other,Not applicable,No,Yes,No,Often,500-1000,No,No,Yes,Yes,Yes,Yes,No,Somewhat easy,Yes,Yes,No,No,No,Yes,No,Don't know,
2014-10-04,18,Non-binary,United States,Pennsylvania,Yes,No,Yes,Rarely,1000+,No,No,Yes,No,No,No,Yes,Very difficult,No,Yes,Yes,No,No,Yes,Don't know,Yes,
2014-07-17,30,Female,United States,Texas,Yes,Yes,No,Often,1000+,Yes,Yes,Don't know,No,Yes,Yes,No,Very easy,No,No,Some of them,Yes,Maybe,Yes,No,No,
2014-03-11,60,Male,Canada,Not applicable,No,No,No,Sometimes,1-5,No,Yes,Don't know,Yes,Yes,No,Yes,Very easy,No,No,Yes,Some of them,Maybe,Yes,Yes,Yes,
2014-04-22,55,Female,Netherlands,Not applicable,Yes,Yes,No,Sometimes,500-1000,No,Yes,Yes,Yes,Don't know,Yes,Yes,Somewhat difficult,Don't know,Yes,Yes,No,No,No,Yes,Yes,
2014-01-04,65,Female,Other,Not applicable,No,Yes,No,Often,100-500,No,Yes,No,No,No,Don't know,No,Somewhat easy,Don't know,No,Some of them,No,No,Yes,No,Yes,
2014-12-16,45,Male,Canada,Not applicable,No,Yes,No,Often,1-5,Yes,Yes,No,Yes,No,Yes,Yes,Somewhat easy,Yes,No,Yes,No,Yes,Maybe,No,No,
2014-11-27,60,Male,India,Not applicable,No,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,No,No,Yes,Yes,Somewhat difficult,Yes,No,Yes,No,No,No,No,Yes,
2014-11-14,45,Non-binary,United Kingdom,Not applicable,Yes,No,Yes,Sometimes,6-25,No,No,Yes,Yes,Don't know,Yes,No,Somewhat easy,Yes,No,No,No,No,No,No,Yes,
2014-12-16,45,Male,United Kingdom,Not applicable,No,Yes,No,Rarely,100-500,No,Yes,Don't know,No,Don't know,Don't know,Yes,Very easy,No,No,Some of them,Yes,Yes,Yes,No,No,
2014-04-05,50,Female,United States,Florida,Yes,Yes,No,Sometimes,26-100,Yes,No,No,Yes,Yes,No,Yes,Somewhat difficult,Yes,No,Yes,Some of them,No,Maybe,Yes,Yes,
2014-06-01,18,Other,United States,New York,No,No,No,Never,100-500,No,No,Don't know,No,Yes,No,Yes,Somewhat easy,No,No,No,Yes,No,No,Don't know,Yes,
2014-11-07,60,Male,United States,Florida,No,Yes,No,Never,100-500,Yes,No,Yes,Yes,No,No,Yes,Somewhat difficult,Yes,No,No,No,Maybe,Maybe,No,Yes,
2014-05-17,60,Female,United Kingdom,Not applicable,No,Yes,Yes,Often,100-500,No,Yes,No,Yes,No,No,No,Very easy,No,Don't know,Some of them,Yes,No,Maybe,No,Yes,
2014-09-04,50,Male,United States,Texas,No,No,Yes,Never,100-500,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Somewhat difficult,No,No,Some of them,No,No,Yes,No,No,
2014-08-31,30,Male,Other,Not applicable,No,No,No,Never,26-100,No,Yes,Yes,Don't know,No,No,No,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,No,Yes,
2014-01-31,30,Male,United States,Texas,No,No,No,Sometimes,500-1000,No,Yes,No,Yes,Don't know,Yes,No,Somewhat easy,No,No,No,No,Yes,No,Yes,Yes,
2014-02-09,30,Male,United States,Texas,No,No,No,Never,1000+,Yes,Yes,Yes,No,Yes,Don't know,Yes,Somewhat easy,Yes,Yes,No,No,No,Maybe,No,Don't know,
2014-08-17,40,Female,United Kingdom,Not applicable,No,No,No,Rarely,26-100,Yes,No,Yes,Yes,Don't know,No,Yes,Very easy,Yes,No,Yes,Yes,No,No,Yes,Don't know,
2014-02-05,45,Female,India,Not applicable,No,Yes,Yes,Sometimes,100-500,Yes,No,Yes,Yes,No,No,Yes,Very difficult,No,No,No,No,Yes,Yes,No,No,
2014-08-11,40,Female,United States,Pennsylvania,No,No,No,Sometimes,500-1000,Yes,No,Yes,No,Don't know,Yes,No,Somewhat easy,No,Yes,Some of them,Some of them,No,No,Yes,Don't know,
2014-01-06,18,Male,United States,Illinois,No,No,Yes,Sometimes,100-500,Yes,No,No,No,Yes,No,No,Somewhat difficult,Don't know,No,No,No,Yes,Yes,Yes,No,
2014-11-18,50,Male,Other,Not applicable,No,No,No,Sometimes,100-500,No,Yes,Yes,Don't know,No,Yes,No,Don't know,Don't know,Yes,Yes,Some of them,Yes,Yes,Yes,No,
2014-08-08,60,Female,United States,California,No,No,Yes,Sometimes,500-1000,No,Yes,Yes,Don't know,No,Yes,No,Somewhat difficult,Don't know,No,No,Some of them,Yes,No,No,No,
2014-03-16,65,Male,United States,New York,No,Yes,No,Sometimes,1-5,No,Yes,Yes,No,No,Yes,Yes,Somewhat easy,Yes,Yes,No,Some of them,Maybe,Yes,Don't know,No,
2014-01-04,45,Non-binary,France,Not applicable,No,No,Yes,Sometimes,100-500,No,Yes,Yes,No,No,No,No,Somewhat easy,No,Yes,No,Some of them,No,No,Yes,No,
2014-12-01,40,Female,United States,Florida,No,No,No,Sometimes,100-500,Yes,No,No,No,Don't know,No,No,Don't know,Yes,No,No,No,No,Maybe,No,Yes,
2014-05-14,40,Female,Canada,Not applicable,Yes,No,No,Often,1-5,Yes,Yes,Yes,Yes,No,Yes,No,Somewhat difficult,Yes,Don't know,No,Some of them,No,No,Yes,No,
2014-04-28,35,Non-binary,United States,Florida,No,Yes,No,Rarely,100-500,Yes,Yes,No,Don't know,No,Yes,No,Somewhat difficult,Yes,Yes,Yes,Some of them,No,Maybe,No,No,
2014-04-04,40,Male,United States,Washington,No,Yes,No,Rarely,500-1000,No,Yes,Yes,No,Yes,No,No,Somewhat easy,Yes,No,Some of them,Some of them,No,No,Yes,No,
2014-03-03,55,Female,United States,Pennsylvania,No,Yes,No,Never,500-1000,No,Yes,Yes,No,Don't know,No,Don't know,Very difficult,Yes,No,No,Yes,No,Yes,Yes,Yes,
2014-07-13,60,Male,United States,Texas,No,No,Yes,Sometimes,6-25,Yes,Yes,Don't know,Yes,No,Yes,Don't know,Somewhat difficult,No,No,Yes,Some of them,Yes,No,Yes,Yes,
2014-12-01,55,Non-binary,United States,Massachusetts,No,Yes,No,Never,1000+,Yes,No,No,Yes,No,Yes,No,Somewhat easy,Don't know,No,Yes,No,No,Maybe,Don't know,Yes,
2014-07-22,60,Male,United States,Texas,Yes,Yes,No,Sometimes,500-1000,No,Yes,Yes,Don't know,Yes,Don't know,No,Somewhat difficult,Yes,No,Some of them,No,Yes,Maybe,No,No,
2014-01-26,50,Female,Australia,Not applicable,No,No,Yes,Often,100-500,No,Yes,Don't know,Yes,No,Don't know,Yes,Somewhat easy,Don't know,No,Some of them,Yes,Yes,No,Yes,Yes,
2014-06-22,60,Non-binary,United States,Texas,Yes,Yes,Yes,Sometimes,26-100,No,Yes,Yes,No,Yes,Don't know,Don't know,Very easy,Yes,Yes,No,Yes,Maybe,Yes,Yes,Yes,
2014-10-27,55,Male,Canada,Not applicable,No,No,No,Rarely,100-500,Yes,Yes,Don't know,Yes,Yes,Don't know,No,Very difficult,Yes,Yes,Yes,Some of them,No,Yes,Yes,Yes,
2014-05-13,60,Male,Netherlands,Not applicable,No,Yes,No,Sometimes,1000+,No,Yes,No,Don't know,No,Yes,Yes,Very easy,No,No,Yes,No,No,Yes,Yes,Yes,
2014-11-22,50,Female,Germany,Not applicable,No,No,No,Rarely,100-500,No,No,No,Yes,Yes,Yes,No,Somewhat difficult,No,No,Yes,No,No,Maybe,No,No,
2014-04-28,50,Male,United States,Massachusetts,No,No,No,Sometimes,500-1000,No,Yes,Don't know,Don't know,Yes,Yes,Yes,Somewhat easy,Yes,No,No,Some of them,No,No,No,Don't know,
2014-11-20,18,Male,Other,Not applicable,No,No,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,Yes,No,Somewhat easy,Yes,No,No,Yes,No,Maybe,No,Yes,
2014-10-02,60,Male,United States,Florida,Yes,No,Yes,Never,100-500,No,Yes,No,Don't know,Yes,Don't know,No,Somewhat difficult,No,No,No,No,No,No,Yes,No,
2014-07-31,65,Male,United States,Washington,No,Yes,No,Often,26-100,Yes,Yes,Yes,No,No,No,Yes,Don't know,Yes,No,No,No,No,No,No,Yes,
2014-08-13,35,Non-binary,Australia,Not applicable,No,Yes,Yes,Rarely,500-1000,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Yes,No,Maybe,Yes,Yes,Yes,
2014-01-20,30,Male,United Kingdom,Not applicable,No,Yes,No,Often,100-500,No,Yes,Yes,No,No,Yes,Don't know,Very easy,No,No,Yes,No,Maybe,Yes,Yes,No,
2014-04-23,21,Male,Canada,Not applicable,No,No,No,Never,6-25,No,Yes,Yes,Yes,No,Don't know,No,Somewhat difficult,Yes,No,No,Yes,No,No,No,No,
2014-05-20,50,Male,United States,California,No,No,Yes,Rarely,100-500,No,No,No,Yes,No,Don't know,Don't know,Somewhat easy,Don't know,No,Yes,Yes,Maybe,No,Yes,No,
2014-02-16,25,Male,United Kingdom,Not applicable,No,No,No,Never,1000+,No,Yes,No,Don't know,Yes,Yes,No,Very easy,Yes,No,Yes,No,No,Yes,No,Yes,
2014-01-01,30,Male,United States,Massachusetts,Yes,No,Yes,Never,500-1000,Yes,Yes,No,No,Yes,Don't know,No,Very easy,No,No,No,Some of them,No,No,Don't know,Don't know,
2014-03-31,45,Male,Other,Not applicable,No,Yes,No,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Yes,No,Very easy,No,No,Some of them,No,Yes,Yes,Yes,Yes,
2014-05-22,60,Male,United States,Pennsylvania,No,No,Yes,Sometimes,1000+,Yes,Yes,Yes,Yes,No,Yes,Yes,Somewhat easy,Don't know,No,Some of them,Yes,No,No,Don't know,Yes,
2014-11-16,55,Male,Netherlands,Not applicable,Yes,No,No,Sometimes,1-5,No,No,Don't know,Yes,Don't know,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Yes,Yes,
2014-02-07,21,Female,United Kingdom,Not applicable,No,Yes,Yes,Rarely,1-5,No,No,Yes,Don't know,Yes,No,Yes,Very easy,No,No,No,Some of them,No,No,Yes,No,
2014-10-20,25,Male,France,Not applicable,No,No,No,Rarely,6-25,No,Yes,No,Yes,Yes,Yes,Yes,Very difficult,Yes,Don't know,No,Some of them,No,Yes,No,Yes,
2014-05-19,30,Male,India,Not applicable,No,Yes,No,Sometimes,6-25,Yes,No,No,Don't know,Yes,Yes,Don't know,Very easy,No,No,Yes,No,Yes,No,No,Yes,
2014-12-22,60,Male,India,Not applicable,Yes,No,Yes,Rarely,6-25,No,No,No,Don't know,No,Don't know,Yes,Don't know,No,Don't know,Some of them,Yes,No,No,Yes,No,
2014-11-29,18,Male,United States,Illinois,No,No,No,Sometimes,500-1000,No,No,No,Yes,No,No,No,Somewhat difficult,Yes,No,Yes,No,No,No,No,Yes,
2014-09-16,45,Female,United States,New York,No,Yes,Yes,Sometimes,500-1000,Yes,Yes,Don't know,Yes,No,No,No,Very easy,Don't know,Don't know,Yes,No,No,Maybe,Don't know,Yes,
2014-06-10,21,Male,United States,Pennsylvania,No,No,No,Never,500-1000,No,Yes,Yes,Don't know,Don't know,Yes,Yes,Don't know,Yes,No,Yes,No,No,Yes,Yes,Yes,
2014-06-27,35,Non-binary,France,Not applicable,No,Yes,Yes,Sometimes,500-1000,No,Yes,Don't know,Yes,No,Yes,No,Somewhat easy,Don't know,Don't know,Some of them,No,No,Yes,Don't know,Yes,
2014-01-10,18,Female,France,Not applicable,No,No,No,Sometimes,500-1000,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Don't know,Yes,Some of them,No,No,No,No,No,
2014-09-18,25,Male,Canada,Not applicable,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Yes,No,Somewhat easy,No,Yes,Some of them,Some of them,No,No,Don't know,No,
2014-05-18,21,Female,United States,Massachusetts,No,Yes,No,Never,500-1000,Yes,Yes,Yes,No,No,Yes,Yes,Somewhat difficult,No,No,No,Yes,No,Yes,Yes,Yes,
2014-06-21,18,Male,United States,California,No,No,Yes,Rarely,100-500,No,Yes,No,No,No,Yes,No,Somewhat difficult,Yes,Don't know,No,Some of them,Yes,No,No,Yes,
2014-01-13,45,Male,Germany,Not applicable,No,No,No,Rarely,1000+,No,Yes,Yes,Yes,No,No,No,Very easy,Don't know,No,Some of them,No,Maybe,Yes,Yes,No,
2014-06-17,35,Male,Canada,Not applicable,No,Yes,Yes,Rarely,26-100,Yes,Yes,Yes,Yes,No,Yes,Don't know,Very easy,Yes,Yes,No,No,Yes,Yes,Don't know,No,
2014-05-10,18,Male,Australia,Not applicable,No,Yes,No,Rarely,1-5,Yes,No,Yes,Don't know,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,No,Yes,No,No,No,
2014-03-25,40,Non-binary,Other,Not applicable,No,No,No,Often,500-1000,Yes,Yes,Don't know,No,Don't know,Yes,No,Somewhat easy,No,No,Yes,No,Maybe,No,No,Yes,
2014-11-17,35,Female,United States,Florida,No,No,Yes,Sometimes,500-1000,Yes,No,Don't know,No,No,No,No,Very easy,Don't know,No,Yes,No,Maybe,No,Yes,Yes,
2014-11-15,25,Non-binary,Canada,Not applicable,No,Yes,No,Sometimes,26-100,No,Yes,No,No,No,Yes,No,Somewhat difficult,No,No,Some of them,No,No,No,Don't know,Don't know,
2014-04-11,45,Male,Canada,Not applicable,No,Yes,Yes,Rarely,100-500,No,Yes,No,No,Yes,No,No,Very difficult,No,Don't know,Yes,Yes,Yes,Maybe,No,No,
2014-11-25,65,Male,United States,Illinois,No,Yes,No,Often,1-5,No,Yes,Yes,No,No,Yes,Don't know,Somewhat easy,Yes,Don't know,Some of them,No,No,Yes,No,Yes,
2014-09-30,60,Male,United States,Illinois,No,No,No,Never,1000+,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Somewhat easy,Yes,No,No,No,Maybe,No,No,Yes,
2014-09-22,55,Female,United States,Illinois,No,Yes,No,Sometimes,6-25,No,Yes,Don't know,Yes,No,No,No,Very difficult,Yes,No,Some of them,Yes,Maybe,Maybe,Don't know,Yes,
2014-02-07,55,Male,Netherlands,Not applicable,No,Yes,No,Often,1-5,No,Yes,Yes,No,No,No,No,Very easy,Don't know,No,Yes,Some of them,No,Yes,Yes,Yes,
2014-04-04,55,Prefer not to say,Canada,Not applicable,No,No,Yes,Sometimes,1-5,No,Yes,Yes,No,No,Yes,No,Somewhat difficult,No,No,No,Yes,No,Yes,Yes,Don't know,
2014-04-05,21,Male,Canada,Not applicable,No,No,No,Often,100-500,No,No,Yes,Don't know,Yes,No,Yes,Don't know,No,Yes,No,No,Yes,Maybe,Don't know,Don't know,
2014-11-01,25,Male,Other,Not applicable,No,Yes,Yes,Sometimes,6-25,No,Yes,Yes,Yes,No,No,No,Very difficult,No,No,No,Yes,Yes,Maybe,No,Yes,
2014-03-10,45,Female,Australia,Not applicable,No,No,No,Rarely,500-1000,No,Yes,Yes,Don't know,Yes,Yes,No,Very easy,No,No,No,No,No,Yes,Yes,Yes,
2014-11-14,35,Male,United States,Texas,No,No,No,Rarely,1000+,Yes,Yes,No,Don't know,Don't know,No,Don't know,Somewhat easy,Yes,Don't know,Some of them,No,Yes,Yes,Yes,No,
2014-08-24,21,Male,United Kingdom,Not applicable,No,Yes,No,Rarely,26-100,No,Yes,Yes,Yes,Don't know,Don't know,No,Very easy,Yes,Don't know,No,No,Maybe,Yes,Don't know,Yes,
2014-11-30,25,Female,Canada,Not applicable,No,Yes,Yes,Never,500-1000,No,Yes,No,No,Yes,No,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
2014-05-17,60,Male,Australia,Not applicable,No,No,Yes,Sometimes,1-5,No,Yes,Yes,No,Yes,Don't know,Yes,Don't know,No,Don't know,Some of them,Yes,No,No,No,No,
2014-03-17,40,Female,India,Not applicable,No,Yes,Yes,Rarely,100-500,No,Yes,Yes,Don't know,No,Don't know,Yes,Somewhat easy,Yes,No,Yes,No,Yes,No,Don't know,No,
2014-02-04,45,Male,India,Not applicable,No,No,Yes,Often,26-100,Yes,Yes,Yes,No,No,Don't know,No,Somewhat difficult,No,No,No,No,No,Maybe,Yes,No,
2014-01-01,55,Non-binary,United States,New York,No,No,Yes,Rarely,26-100,No,Yes,No,No,Yes,No,No,Very difficult,No,No,Yes,No,Yes,Yes,Don't know,No,
2014-10-23,18,Female,Australia,Not applicable,No,Yes,No,Sometimes,500-1000,No,No,Yes,No,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,No,Don't know,
2014-11-16,65,Male,United States,Florida,No,Yes,No,Often,6-25,No,Yes,No,Yes,No,No,No,Very easy,Yes,No,Yes,Some of them,No,Yes,No,Yes,
2014-03-01,45,Male,United States,Florida,No,No,No,Rarely,1000+,Yes,Yes,No,Yes,Yes,No,No,Very easy,Yes,No,Yes,Yes,Yes,Yes,No,Don't know,
2014-11-16,50,Prefer not to say,United States,Illinois,No,No,No,Sometimes,500-1000,No,No,No,No,Don't know,Don't know,Yes,Somewhat easy,Yes,Yes,Some of them,Some of them,Maybe,No,No,Yes,
2014-12-15,25,Male,United States,Florida,No,No,Yes,Sometimes,500-1000,No,Yes,Yes,No,Don't know,Yes,Yes,Very difficult,No,No,Some of them,No,No,Yes,Yes,Yes,
2014-11-24,30,Non-binary,United States,New York,No,No,No,Rarely,1000+,No,Yes,Yes,No,No,No,Don't know,Don't know,Yes,No,Yes,No,Maybe,Yes,Yes,Yes,
2014-09-24,60,Male,France,Not applicable,Yes,Yes,Yes,Sometimes,1000+,Yes,Yes,Yes,No,Don't know,Yes,No,Very easy,Don't know,Yes,Some of them,No,Maybe,Maybe,Don't know,No,
2014-12-27,40,Male,Other,Not applicable,No,No,No,Rarely,100-500,Yes,Yes,No,Yes,Yes,Yes,No,Somewhat easy,No,No,Some of them,Some of them,Maybe,Yes,Yes,Yes,
2014-08-17,60,Female,United States,New York,No,No,No,Sometimes,100-500,No,Yes,Yes,No,Yes,Yes,No,Somewhat easy,Yes,No,Yes,No,Yes,No,Don't know,No,
2014-09-27,45,Non-binary,United States,Washington,No,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,Yes,Yes,No,No,Very difficult,No,No,Some of them,No,Yes,Yes,Yes,No,
2014-11-12,30,Male,United States,Massachusetts,No,Yes,No,Sometimes,500-1000,No,No,Don't know,Don't know,No,Yes,No,Somewhat difficult,No,Yes,No,No,Maybe,Yes,No,Yes,
2014-10-13,50,Female,United States,Massachusetts,No,Yes,Yes,Sometimes,100-500,No,No,Yes,Don't know,Don't know,No,No,Somewhat difficult,No,Don't know,No,Some of them,No,No,Don't know,No,
2014-10-18,35,Male,United States,Washington,No,No,No,Rarely,1000+,No,Yes,Yes,No,No,No,Don't know,Somewhat difficult,Yes,No,No,No,No,No,Yes,Don't know,
2014-08-01,18,Male,Other,Not applicable,Yes,No,No,Sometimes,26-100,No,Yes,No,Yes,Don't know,Yes,Don't know,Very easy,Yes,Yes,No,Yes,No,No,Don't know,No,
2014-06-14,30,Female,United States,California,No,Yes,Yes,Often,26-100,Yes,Yes,Yes,Yes,No,Yes,No,Somewhat difficult,Yes,No,Yes,Yes,No,No,No,Yes,
2014-01-05,25,Female,Canada,Not applicable,No,Yes,No,Often,26-100,No,Yes,Yes,No,No,No,Yes,Don't know,Yes,No,Some of them,Yes,No,Maybe,No,Don't know,
2014-12-05,55,Non-binary,United States,Massachusetts,No,No,No,Sometimes,1000+,No,Yes,Don't know,No,No,No,No,Very easy,No,Yes,Yes,Yes,Maybe,No,No,No,
2014-03-19,50,Male,France,Not applicable,No,No,No,Rarely,6-25,No,Yes,Yes,No,Yes,Don't know,No,Somewhat difficult,No,No,No,Yes,No,Yes,Yes,Yes,
2014-03-03,18,Male,India,Not applicable,No,Yes,Yes,Often,100-500,No,Yes,Don't know,Yes,Yes,Don't know,No,Somewhat easy,Don't know,No,Yes,No,No,No,Yes,Yes,
2014-05-12,65,Male,Other,Not applicable,Yes,Yes,No,Rarely,100-500,No,Yes,No,No,No,Don't know,Yes,Somewhat difficult,Yes,No,Some of them,Yes,No,No,No,Yes,
2014-03-30,40,Male,Australia,Not applicable,No,Yes,Yes,Sometimes,1-5,Yes,No,No,No,No,No,Yes,Somewhat difficult,Yes,Yes,Yes,No,No,No,Yes,Don't know,
2014-08-25,55,Male,United States,New York,No,No,Yes,Never,100-500,No,Yes,Yes,Yes,No,Don't know,No,Somewhat difficult,No,Don't know,No,No,No,No,Yes,Yes,
2014-02-11,45,Female,United States,New York,No,No,Yes,Often,100-500,No,No,Yes,No,No,Don't know,Yes,Very difficult,Yes,No,No,Yes,Yes,Yes,Don't know,Yes,
2014-03-30,30,Male,India,Not applicable,No,No,Yes,Sometimes,1-5,No,No,No,Yes,Yes,Don't know,No,Somewhat easy,Yes,Don't know,Some of them,Yes,No,No,Don't know,Don't know,
2014-10-23,18,Non-binary,United States,Massachusetts,No,No,Yes,Sometimes,100-500,No,Yes,Yes,No,No,Yes,No,Somewhat difficult,No,Yes,No,Yes,No,No,No,Yes,
